,Artist,Artist Genre,Song,Popularity,Hit?,Duration,Explicit,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Valence
7,Frank Walker,"['pop dance', 'pop edm']",Holiday - Frank Walker Remix,54,1,204210,0,0.106,0.556,0.751,0,5,0.307,-4.611,1,0.0419,113.922,4,0.359
8,Frank Walker,"['pop dance', 'pop edm']",Stronger (feat. Kesha) - Frank Walker Remix,54,1,168000,0,0.324,0.659,0.924,0,1,0.165,-2.825,1,0.0746,120.024,4,0.281
9,Frank Walker,"['pop dance', 'pop edm']",This City - Frank Walker Remix,51,1,170204,0,0.154,0.68,0.806,0,11,0.458,-4.038,1,0.126,98.069,4,0.383
0,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Come On Eileen,75,1,287306,0,0.664,0.45,0.656,0.00000302,2,0.259,-7.049,1,0.0472,106.61,4,0.782
1,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Come On Eileen,67,1,205933,0,0.197,0.41,0.874,0,0,0.0843,-4.286,1,0.0907,107.08,4,0.824
2,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Geno - 2000 Remaster,53,1,207226,0,0.688,0.481,0.6,0.00633,6,0.963,-8.722,1,0.0801,124.637,4,0.818
3,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Jackie Wilson Said (I'm In Heaven When You Smile),44,0,184960,0,0.161,0.372,0.727,0.00315,2,0.049,-5.129,1,0.0637,146.687,4,0.909
4,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Come On Eileen,39,0,242440,0,0.374,0.473,0.639,0,0,0.0936,-9.564,1,0.0382,107.865,4,0.93
5,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']","The Celtic Soul Brothers (More, Please, Thank You)",41,0,193066,0,0.0385,0.61,0.691,0.00000348,2,0.177,-6.741,1,0.0972,91.597,4,0.663
6,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",There There My Dear - 2000 Remaster,34,0,212920,0,0.356,0.621,0.847,0.000312,2,0.072,-8.961,1,0.412,148.353,4,0.199
7,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Seven Days Too Long - 2000 Remaster,33,0,163200,0,0.323,0.558,0.891,0,5,0.157,-6.89,0,0.104,150.455,4,0.66
8,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Tell Me When My Light Turns Green - 2000 Remaster,29,0,226186,0,0.383,0.576,0.691,0.000487,11,0.288,-8.41,1,0.0374,133.968,4,0.775
9,Dexys Midnight Runners,"['bow pop', 'new romantic', 'new wave', 'new wave pop']",Let's Make This Precious,28,0,242933,0,0.0484,0.458,0.807,0.00085,9,0.165,-6.51,1,0.0637,151.521,4,0.879
0,John Martin,['pop edm'],Impossible (feat. John Martin),71,1,188437,0,0.0316,0.459,0.732,0.0000107,2,0.279,-5.493,0,0.0593,127.938,4,0.0609
1,John Martin,['pop edm'],Higher Ground (feat. John Martin),69,1,206279,0,0.0841,0.442,0.619,0,1,0.0889,-5.28,1,0.0321,128.318,4,0.382
2,John Martin,['pop edm'],Reload - Radio Edit,66,1,221272,0,0.0736,0.485,0.724,0,9,0.0631,-4.633,0,0.0521,128.045,4,0.433
3,John Martin,['pop edm'],Cry,55,1,218401,0,0.0136,0.457,0.718,0,1,0.0725,-7.085,1,0.0451,145.165,4,0.516
4,John Martin,['pop edm'],Anywhere For You - Radio Edit,29,0,209620,0,0.00185,0.447,0.933,0,3,0.0682,-2.978,1,0.0729,127.993,4,0.288
5,John Martin,['pop edm'],Don't You Worry Child - Radio Edit,25,0,211560,0,0.12,0.609,0.791,0,2,0.169,-4.749,1,0.0506,128.995,4,0.451
6,John Martin,['pop edm'],Higher Ground - Ferreck Dawn Remix,38,0,189350,0,0.0673,0.709,0.904,0.196,3,0.0497,-7.237,0,0.0424,124.995,4,0.624
7,John Martin,['pop edm'],Higher Ground - DubVision Remix,38,0,221760,0,0.00823,0.633,0.941,0.00000261,10,0.45,-3.842,0,0.0468,125.002,4,0.335
8,John Martin,['pop edm'],Anywhere For You - Tiësto VS. Dzeko & Torres Remix,30,0,348560,0,0.00466,0.65,0.88,0.0000855,3,0.138,-4.214,1,0.045,125.99,4,0.496
9,John Martin,['pop edm'],Cry (with John Martin) - Majestic Remix,36,0,159677,0,0.036,0.591,0.93,0,1,0.195,-3.534,1,0.0299,123.954,4,0.604
0,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",No Hay Novedad,67,1,184746,0,0.574,0.517,0.433,0,8,0.121,-8.817,1,0.065,183.367,4,0.89
1,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",Los Dos Amigos,65,1,178960,0,0.743,0.626,0.454,0.000109,8,0.0678,-4.839,1,0.0349,173.998,3,0.832
2,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",El Palomito,65,1,199640,0,0.282,0.87,0.743,0.0186,8,0.0385,-5.471,1,0.104,109.014,4,0.711
3,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",Las Tres Tumbas,63,1,184640,0,0.715,0.769,0.352,0.00000247,10,0.0848,-8.431,1,0.0394,82.347,4,0.909
4,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",Una Pagina Mas,61,1,162560,0,0.426,0.627,0.588,0,8,0.129,-5.922,1,0.0266,94.08,4,0.724
5,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",Una Lagrima y un Recuerdo,59,1,167640,0,0.343,0.746,0.695,0.00000164,8,0.0666,-5.818,1,0.0286,97.543,4,0.862
6,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",Prenda Querida,58,1,183640,0,0.212,0.839,0.801,0.00217,8,0.122,-5.701,1,0.116,110.265,4,0.784
7,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",El Asesino,58,1,170640,0,0.652,0.577,0.332,0,8,0.066,-7.439,1,0.0411,184.751,3,0.882
8,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",Pistoleros Famosos,57,1,159786,0,0.522,0.743,0.49,0,10,0.101,-6.857,1,0.0338,97.488,4,0.959
9,Los Cadetes De Linares,"['corrido', 'norteno', 'regional mexican']",Lamberto Quintero,55,1,187280,0,0.468,0.721,0.635,0.0000763,8,0.0483,-5.762,1,0.0841,96.741,1,0.881
0,Jean Elan,['pop house'],Mad World,47,0,178368,0,0.186,0.742,0.725,0.000378,9,0.153,-7.879,1,0.0632,121.914,4,0.305
1,Jean Elan,['pop house'],Never Gonna Give You Up,38,0,145597,0,0.128,0.774,0.574,0.00000433,8,0.107,-8.095,1,0.0909,123.065,4,0.601
2,Jean Elan,['pop house'],Where's Your Head At - Klaas Remix,37,0,341858,0,0.00026,0.869,0.733,0.0131,0,0.0608,-5.686,1,0.0812,128.008,4,0.686
3,Jean Elan,['pop house'],Feel Alive - Single Mix,31,0,206239,0,0.0185,0.663,0.887,0.000356,10,0.0725,-3.766,0,0.102,127.969,4,0.612
4,Jean Elan,['pop house'],Where's Your Head At - Klaas Radio Mix,30,0,217500,0,0.000151,0.83,0.752,0.00346,0,0.733,-5.194,1,0.0458,128.008,4,0.727
5,Jean Elan,['pop house'],Killer - Jean Elan Radio Mix,28,0,198066,0,0.0111,0.756,0.693,0.385,1,0.37,-7.694,1,0.0817,127.986,4,0.433
6,Jean Elan,['pop house'],Perfect Time,27,0,199282,0,0.017,0.805,0.799,0.000895,5,0.136,-6.281,0,0.0793,123.008,4,0.585
7,Jean Elan,['pop house'],If U Feel,24,0,178883,0,0.0117,0.857,0.778,0.00334,9,0.0599,-4.817,0,0.0799,122.026,4,0.535
8,Jean Elan,['pop house'],Feel Alive - Radio Mix,20,0,159984,0,0.0188,0.712,0.874,0.000427,10,0.073,-4.348,0,0.144,127.972,4,0.53
9,Jean Elan,['pop house'],Way You Move,21,0,164753,0,0.00802,0.734,0.933,0.554,5,0.191,-3.351,1,0.068,123.013,4,0.563
0,Michael G Moore,[],Ways To Heaven,46,0,167338,0,0.00946,0.353,0.844,0.0128,11,0.0927,-6.179,1,0.0432,123.284,4,0.0582
1,Michael G Moore,[],Mdma God Has a Way,41,0,226216,1,0.00405,0.379,0.706,0.000263,7,0.0811,-12.492,1,0.0527,147.984,4,0.43
2,Michael G Moore,[],Runaway,37,0,210394,0,0.724,0.502,0.249,0.0204,6,0.109,-15.469,1,0.0262,75.377,4,0.231
3,Michael G Moore,[],Ways To Heaven - Extended Mix,27,0,226451,0,0.00694,0.677,0.854,0.0828,1,0.0709,-7.038,0,0.0391,123.972,4,0.0506
0,Markus Gardeweg,['pop house'],Grand Piano,53,1,194000,0,0.00789,0.637,0.976,0.734,8,0.0674,-8.559,1,0.0392,119.984,4,0.0364
1,Markus Gardeweg,['pop house'],Getting Used To It,14,0,219600,0,0.000643,0.626,0.923,0.0393,8,0.128,-6.835,0,0.0382,125.027,4,0.0354
2,Markus Gardeweg,['pop house'],Owl,35,0,238462,0,0.00812,0.761,0.786,0.897,7,0.0702,-9.246,1,0.0518,123.013,4,0.0795
3,Markus Gardeweg,['pop house'],Galactica,29,0,159677,0,0.122,0.662,0.767,0.933,7,0.186,-7.257,0,0.0339,123.976,4,0.619
4,Markus Gardeweg,['pop house'],Camps Bay,22,0,209268,0,0.154,0.723,0.586,0.849,8,0.109,-8.095,0,0.0428,123.02,4,0.247
5,Markus Gardeweg,['pop house'],Seven,18,0,201774,0,0.000836,0.619,0.893,0.643,8,0.0857,-6.361,1,0.0345,123.998,4,0.381
6,Markus Gardeweg,['pop house'],Meat 49,15,0,228960,0,0.399,0.689,0.349,0.856,8,0.582,-11.729,1,0.282,125.046,4,0.123
7,Markus Gardeweg,['pop house'],Grand Piano - Extended Mix,7,0,352000,0,0.00334,0.671,0.962,0.823,8,0.385,-9.028,1,0.0436,119.995,4,0.161
8,Markus Gardeweg,['pop house'],25 Years,13,0,200866,0,0.00605,0.77,0.934,0.317,10,0.228,-4.048,1,0.0344,125.997,4,0.706
9,Markus Gardeweg,['pop house'],Fairplay (Let There Be Love) - D.O.N.S. & DBN Remix,11,0,480937,0,0.0288,0.787,0.532,0.332,8,0.0782,-7.929,0,0.0842,128.003,4,0.638
0,Landis,"['electro house', 'pop edm']",Nobody Like You - RetroVision Flip,55,1,205440,0,0.118,0.745,0.929,0.000496,6,0.609,-3.191,1,0.153,125.036,4,0.302
1,Landis,"['electro house', 'pop edm']",3am,46,0,167213,0,0.107,0.741,0.901,0.0000283,6,0.109,-4.258,0,0.0783,122.008,4,0.672
2,Landis,"['electro house', 'pop edm']",All My Friends,41,0,161250,0,0.0899,0.591,0.764,0,4,0.254,-2.131,1,0.0557,127.928,4,0.327
3,Landis,"['electro house', 'pop edm']",Hit The Flow,39,0,151875,0,0.0038,0.817,0.987,0.0432,6,0.33,-3.344,0,0.231,128.002,4,0.643
4,Landis,"['electro house', 'pop edm']",Nobody Like You,37,0,188160,0,0.04,0.827,0.93,0.000343,3,0.105,-3.758,0,0.173,125.007,4,0.306
5,Landis,"['electro house', 'pop edm']",In My Head (feat. Georgia Ku) - Landis Remix,33,0,214153,0,0.0158,0.678,0.944,0.00874,8,0.18,-2.339,0,0.0681,129.929,4,0.518
6,Landis,"['electro house', 'pop edm']",Find Me,33,0,193170,0,0.211,0.674,0.942,0,2,0.526,-3.414,1,0.134,123.054,4,0.753
7,Landis,"['electro house', 'pop edm']",Wasting Time,32,0,174193,0,0.00318,0.658,0.88,0.00233,4,0.306,-4.659,0,0.0699,124.02,4,0.334
8,Landis,"['electro house', 'pop edm']",Move Like This,32,0,151475,0,0.129,0.735,0.924,0.00000186,0,0.124,-3.595,0,0.0732,121.963,4,0.688
9,Landis,"['electro house', 'pop edm']",Step And Repeat,30,0,216000,0,0.0397,0.77,0.859,0.0026,10,0.0789,-3.878,0,0.0687,120.011,4,0.601
0,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",Uncontrollable (feat. Big Zuu),52,1,259200,1,0.213,0.712,0.764,0.0000099,5,0.115,-6.268,1,0.132,150.07,4,0.692
1,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",I Did It,44,0,200000,1,0.0165,0.698,0.73,0.00018,9,0.0962,-4.829,1,0.368,137.879,4,0.488
2,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",Variation,41,0,208500,1,0.02,0.67,0.649,0,1,0.111,-8.382,1,0.303,105.251,3,0.203
3,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",So Blessed,39,0,217714,1,0.652,0.552,0.596,0.0000707,1,0.202,-7.005,0,0.475,139.201,4,0.492
4,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",Duppy,37,0,260363,0,0.307,0.609,0.676,0,0,0.159,-9.989,1,0.418,82.985,5,0.758
5,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",On Fire,36,0,155000,1,0.065,0.711,0.818,0,1,0.0671,-5.167,1,0.349,155.39,4,0.706
6,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",P2P,36,0,182897,1,0.219,0.508,0.859,0,4,0.449,-5.735,0,0.385,76.396,4,0.574
7,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",Doing Alright,35,0,149379,0,0.346,0.755,0.554,0,10,0.21,-10.002,0,0.445,145.201,4,0.775
8,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",Fall Off,34,0,211204,1,0.253,0.61,0.842,0.0000363,6,0.21,-5.363,0,0.365,153.257,4,0.533
9,Big Zuu,"['grime', 'uk alternative hip hop', 'uk hip hop']",Magical,33,0,138545,1,0.0189,0.887,0.635,0.000164,7,0.0634,-5.69,1,0.214,110.036,4,0.861
0,Mahalo,['pop edm'],Destination,54,1,185364,0,0.0575,0.779,0.884,0.00000404,10,0.093,-4.074,0,0.0878,121.981,4,0.356
1,Mahalo,['pop edm'],High Off Me (feat. Syon),51,1,174666,0,0.00297,0.616,0.865,0.0000256,7,0.135,-5.411,0,0.041,123.926,4,0.398
2,Mahalo,['pop edm'],Falling,48,0,205363,0,0.097,0.797,0.764,0.000333,5,0.138,-5.94,0,0.0389,109.996,4,0.302
3,Mahalo,['pop edm'],Tongue Tied - Frank Pole Remix,47,0,158095,0,0.0484,0.786,0.812,0.00125,1,0.153,-4.745,1,0.192,126.01,4,0.746
4,Mahalo,['pop edm'],So Cold,47,0,196112,1,0.0923,0.779,0.76,0.0302,8,0.125,-6.189,0,0.0427,124.009,4,0.111
5,Mahalo,['pop edm'],Not Watching Anymore,43,0,174789,0,0.00683,0.493,0.916,0,9,0.532,-2.761,0,0.0523,123.686,4,0.49
6,Mahalo,['pop edm'],Love On A Real Train,38,0,197276,0,0.0108,0.505,0.858,0.829,1,0.191,-9.438,1,0.0375,123.004,4,0.224
7,Mahalo,['pop edm'],I Can't Escape - Mahalo Remix,38,0,251040,0,0.0425,0.753,0.828,0.0117,0,0.11,-7.479,1,0.0482,125.009,4,0.351
8,Mahalo,['pop edm'],Tongue Tied,37,0,169540,0,0.146,0.721,0.857,0,1,0.0923,-3.991,1,0.0538,122.092,4,0.515
9,Mahalo,['pop edm'],This Town (feat. Timpo),36,0,165279,0,0.0172,0.602,0.912,0.00111,9,0.0685,-4.835,0,0.0625,125.021,4,0.258
0,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Motivation,62,1,230560,0,0.187,0.744,0.672,0.000123,9,0.105,-5.589,0,0.0418,140.889,4,0.266
1,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Like This (feat. Eve),54,1,215853,0,0.00183,0.668,0.723,0,1,0.0545,-5.995,1,0.279,178.126,4,0.486
2,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Work - Freemasons Radio Edit,40,0,191026,0,0.0521,0.754,0.86,0.000945,3,0.372,-6.73,0,0.0382,102.808,4,0.848
3,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Commander,47,0,218106,0,0.0173,0.395,0.876,0.00000846,11,0.362,-3.859,0,0.138,124.638,4,0.567
4,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",COFFEE,55,1,130685,0,0.0415,0.857,0.69,0,6,0.0942,-4.474,1,0.0437,121.09,4,0.799
5,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Finally (Cannot Hide It),54,1,204114,1,0.00733,0.756,0.838,0.00267,5,0.124,-6.798,0,0.142,124.911,4,0.58
6,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Stole,53,1,249293,0,0.00676,0.649,0.718,0.00000426,7,0.174,-4.984,0,0.0594,79.993,4,0.477
7,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Kisses Down Low,53,1,254866,0,0.0166,0.632,0.723,0.0000374,5,0.104,-9.323,0,0.0682,137.958,4,0.243
8,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",Crazy,51,1,185194,1,0.00427,0.734,0.666,0.00000349,8,0.266,-4.54,1,0.0746,115.002,4,0.492
9,Kelly Rowland,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",ICE,47,0,248933,1,0.015,0.621,0.511,0,11,0.0963,-8.523,1,0.265,158.896,4,0.317
0,Sophie Francis,"['electro house', 'pop edm']",Break A Sweat,37,0,151600,0,0.00619,0.818,0.899,0.0177,9,0.168,-6.635,0,0.0575,124.97,4,0.461
1,Sophie Francis,"['electro house', 'pop edm']",Six Pack,49,0,153170,0,0.000357,0.758,0.885,0.0058,7,0.124,-6.102,1,0.0707,123.016,4,0.711
2,Sophie Francis,"['electro house', 'pop edm']",On My Way,47,0,172031,0,0.028,0.698,0.845,0.00000287,7,0.231,-3.511,1,0.0357,127.966,4,0.689
3,Sophie Francis,"['electro house', 'pop edm']",Stay Up,45,0,162222,0,0.0361,0.635,0.814,0,7,0.052,-4.578,0,0.0588,108.206,4,0.502
4,Sophie Francis,"['electro house', 'pop edm']",Weekend Love,39,0,175609,0,0.0446,0.634,0.884,0.0000791,0,0.169,-2.969,1,0.0436,122.949,4,0.48
5,Sophie Francis,"['electro house', 'pop edm']",Talk Like That,39,0,204662,0,0.123,0.787,0.659,0.0000079,6,0.113,-7.269,1,0.0536,81.542,4,0.542
6,Sophie Francis,"['electro house', 'pop edm']",Lose My Mind,36,0,191250,0,0.00024,0.65,0.897,0.415,9,0.267,-3.715,1,0.0414,127.997,4,0.272
7,Sophie Francis,"['electro house', 'pop edm']",Summer Body,15,0,143467,0,0.00102,0.717,0.893,0.217,8,0.323,-4.175,1,0.0484,124.027,4,0.582
8,Sophie Francis,"['electro house', 'pop edm']",Roll Up,36,0,184000,0,0.00285,0.714,0.873,0.114,7,0.337,-5.363,1,0.162,127.056,4,0.453
9,Sophie Francis,"['electro house', 'pop edm']",Hearts Of Gold,31,0,177284,0,0.0474,0.586,0.697,0,5,0.747,-4.059,0,0.0525,109.742,4,0.391
0,PLAYDED,['pop edm'],Friends & Lovers [Buzz Low Remix],32,0,180520,0,0.0181,0.626,0.688,0.0226,7,0.332,-5.446,1,0.0295,125.039,4,0.204
1,PLAYDED,['pop edm'],Feel That,31,0,179999,1,0.114,0.837,0.74,0.0133,5,0.0463,-7.501,1,0.0974,123.981,4,0.692
2,PLAYDED,['pop edm'],Friends & Lovers,19,0,182766,0,0.00101,0.666,0.601,0.0143,6,0.22,-7.096,1,0.0282,129.975,4,0.241
3,PLAYDED,['pop edm'],Million Bucks - PLAYDED Remix,7,0,206000,1,0.0283,0.762,0.694,0.0000695,1,0.3,-5.96,0,0.0484,124.983,4,0.601
0,Lost Capital,['pop edm'],Gangsta's Paradise,43,0,192000,0,0.0374,0.703,0.76,0.0000692,5,0.131,-7.046,0,0.0885,105.006,4,0.34
1,Lost Capital,['pop edm'],Struggle (feat. A.D.O.R.),26,0,144379,0,0.173,0.691,0.943,0.00362,0,0.15,-4.568,1,0.166,128.089,4,0.564
2,Lost Capital,['pop edm'],Opposite Of Love (feat. Elettra Mavis),25,0,160645,0,0.169,0.759,0.751,0,7,0.0765,-6.22,0,0.122,123.946,4,0.501
3,Lost Capital,['pop edm'],What U Want,24,0,216967,0,0.406,0.505,0.913,0.00405,8,0.121,-3.182,1,0.0831,115.848,4,0.682
4,Lost Capital,['pop edm'],Don't Let Me Down,20,0,162548,0,0.391,0.714,0.837,0.00103,9,0.301,-7.227,0,0.0968,124.037,4,0.401
5,Lost Capital,['pop edm'],The Way It Was,20,0,187031,0,0.0576,0.624,0.759,0.0000653,9,0.283,-6.368,0,0.0922,127.935,4,0.623
6,Lost Capital,['pop edm'],Lonely,19,0,187118,0,0.0677,0.67,0.884,0.0000163,4,0.424,-5.517,0,0.0856,117.903,4,0.516
7,Lost Capital,['pop edm'],Drug,13,0,147840,0,0.117,0.651,0.964,0.231,1,0.317,-4.32,1,0.115,125.053,4,0.502
8,Lost Capital,['pop edm'],Sun Goes Down,16,0,216046,0,0.16,0.674,0.904,0.0209,0,0.0997,-4.586,0,0.0509,119.909,4,0.313
9,Lost Capital,['pop edm'],Run Away,15,0,191287,0,0.101,0.738,0.511,0.000178,1,0.0846,-8.803,0,0.0431,100.997,4,0.431
0,Greg Dela,['pop edm'],Heaven Is A Place On Earth,37,0,166556,0,0.143,0.803,0.623,0.00133,0,0.101,-8.49,0,0.0696,122.009,4,0.7
1,Greg Dela,['pop edm'],Wide Awake,41,0,169727,0,0.036,0.632,0.477,0.000087,8,0.254,-9.55,1,0.0664,126.165,3,0.184
2,Greg Dela,['pop edm'],Good Kinda Bad,36,0,170805,0,0.0726,0.821,0.569,0.00000825,1,0.132,-7.768,1,0.237,127.96,4,0.661
3,Greg Dela,['pop edm'],Different Moon,32,0,151500,0,0.0764,0.805,0.493,0.00249,9,0.119,-8.676,0,0.135,122.989,4,0.421
4,Greg Dela,['pop edm'],I Think It's Time,29,0,161124,0,0.172,0.768,0.672,0.049,8,0.611,-9.738,0,0.182,123.977,4,0.49
5,Greg Dela,['pop edm'],Count on Me,28,0,161267,0,0.196,0.682,0.812,0.00623,9,0.228,-8.172,1,0.0392,123.977,4,0.188
6,Greg Dela,['pop edm'],Magic - VIP Edit,24,0,188235,0,0.0814,0.676,0.725,0.0000195,1,0.427,-8.138,0,0.225,124.027,4,0.226
7,Greg Dela,['pop edm'],Rise Up,21,0,157175,0,0.0163,0.671,0.845,0.0204,6,0.108,-6.927,0,0.0493,123.99,4,0.322
8,Greg Dela,['pop edm'],What They Want,20,0,162652,0,0.11,0.743,0.795,0.0336,1,0.135,-5.667,1,0.0477,122.002,4,0.634
9,Greg Dela,['pop edm'],Turn You Off,16,0,190000,0,0.00462,0.873,0.692,0.0219,7,0.35,-6.695,1,0.0569,121.989,4,0.387
0,Conor Ross,['pop edm'],Take Your Time,48,0,198060,0,0.000179,0.723,0.778,0.76,1,0.1,-6.236,1,0.0305,126.03,4,0.198
1,Conor Ross,['pop edm'],Like That,48,0,183706,0,0.00043,0.809,0.681,0.796,10,0.133,-7.19,0,0.0402,128.027,4,0.311
2,Conor Ross,['pop edm'],Flowers,46,0,198805,0,0.0526,0.686,0.854,0.000294,2,0.187,-2.603,0,0.0415,128.049,4,0.246
3,Conor Ross,['pop edm'],Lift,45,0,170476,0,0.0302,0.762,0.783,0.854,0,0.135,-7.598,1,0.035,126.027,4,0.48
4,Conor Ross,['pop edm'],Elevate,44,0,197674,0,0.000219,0.653,0.897,0.0136,1,0.112,-3.519,1,0.0319,128.026,4,0.043
5,Conor Ross,['pop edm'],Flowers (Andy Jarvis remix),37,0,204000,0,0.261,0.695,0.703,0,5,0.362,-6.808,1,0.212,125.951,4,0.329
6,Conor Ross,['pop edm'],Library Thugs,30,0,140507,0,0.0213,0.735,0.823,0.000114,1,0.126,-3.75,1,0.0703,128.102,4,0.5
7,Conor Ross,['pop edm'],Came For Love,28,0,170624,0,0.0183,0.681,0.873,0.164,0,0.383,-4.813,1,0.0818,128.027,4,0.427
8,Conor Ross,['pop edm'],Like I Do - Foxa & Conor Ross Remix,27,0,223024,0,0.0271,0.606,0.958,0.185,2,0.177,-6.59,0,0.136,125.933,4,0.185
9,Conor Ross,['pop edm'],Dance,25,0,189254,0,0.00145,0.655,0.972,0.0666,1,0.323,-1.972,1,0.0596,127.956,4,0.2
